ad_id,image_path,text,dimensions,Click-through(CTR),Cost per Click(CPC),Return on Ad Spend(ROAS),Conversion(Value less than CTR),Purchase_Conversion_rate,ClassLabel_final
3342.00,image_3342,"1900
TACMED
SOLUTIONS
LEADERS IN PRE-HOSPITAL EQUIPMENT
15%
OFF
ANY ORDER FOR
FIRST RESPONDERS
HEMOR
TACMEDSOLUTIONS.COM","(300, 250)",54,0.473641155,3.169016348,15,5,ashcan
3343.00,image_3343,"00
0
100
O
""The LinnStrumentalists""
Watch the video
DESIGN","(728, 90)",26,0.752661099,1.126000563,3,0,organ
3344.00,image_3344,"ENTER THE NAVAL INSTITUTE'S
ENLISTED PRIZE
ESSAY CONTEST
Sponsored by USAA
DEADLINE:
31 MARCH 2023
MORE DETAILS HERE
ED
DIE
419","(300, 250)",15,0.953898004,2.487534298,5,0,comic_book
3345.00,image_3345,"City
BEAUTY
How To
Tighten Skin
Around Jaw
(Do THIS
Before Bed)","(300, 250)",24,0.850337743,7.218495098,7,0,web_site
3346.00,image_3346,"Lightinthebox
SHOP NOW >
UP TO 70%OFF","(160, 600)",42,0.666119591,9.331443949,12,0,carton
3347.00,image_3347,"ZOLUCKY
shop now >","(300, 250)",30,0.875749257,4.875295059,10,2,sandal
3348.00,image_3348,"www.wow
Immersive
van
G GH
Exhibit Dallas
ON SALE NOW
DallasVanGogh.com","(300, 250)",98,0.486030252,9.98799417,27,4,comic_book
3349.00,image_3349,"NEW from the RENOWNED
TRANSLATOR AND SCHOLAR,
ROBIN WATERFIELD","(970, 250)",32,0.121491338,7.970331289,6,0,scabbard
3350.00,image_3350,"skin
Cancer & Dermatology Institute
Your Trusted Reno-Tahoe
Skin Care Experts
For Over 20 Years
Call 775.324.0699
or click to make an
appointment","(728, 90)",2,0.609490836,5.694121719,1,0,bow
3351.00,image_3351,"Hefty STAY ONE STEP
AHEAD OF STINKY
Hefty","(728, 90)",20,0.568129859,5.598811004,9,1,chime
3352.00,image_3352,"Why use someone in
Gloucester","(300, 250)",85,0.450351313,9.242142335,16,4,street_sign
3353.00,image_3353,"ESPI
FS1
A&E
HGTV
Disney+
FOX
ESPI
hulu + LIVE TV
NBC
ⒸCBS
MTV
Lifetime
TNT
abc
ALL IN ONE PLAN.
hulu
GET LIVE TV NOW
Live TV plan only. Regional restrictions, blackouts and additional terms apply. Access content from each service separately. © 2023 Disney and its related entities.","(970, 250)",32,0.341671441,7.430049714,6,0,web_site
3354.00,image_3354,"Reimagine Your
Accounting Workflows
Tasks
Do
..
Learn More
AVISE","(300, 250)",2,0.961966578,1.428367195,1,1,web_site
3355.00,image_3355,"ден
Hinge
Health
Learn how employers are personalizing
MSK benefits to decrease costs
Join the movement","(728, 90)",50,0.431404802,5.564958736,11,3,envelope
3356.00,image_3356,"PROMO CODES
AVAILABLE
SEE CODES
Capital One Shopping
The Coupon-Finding
Rower Extention","(970, 250)",48,0.888693296,3.930658561,8,1,web_site
3357.00,image_3357,"Take the search out of
your research at
BEST REVIEWS
Go Now","(300, 250)",31,0.859858369,0.297751887,5,2,screen
3358.00,image_3358,"gm FINANCIAL
Dealer Dividends
CURS
77134
INTERN
THE ALL-NEW
PLATINUM+
Higher tier. More support.
SEE FOR YOURSELF","(728, 90)",13,0.142994765,9.304804123,3,2,shower_curtain
3359.00,image_3359,"HABASH
COMMERCIAL REALTY
Ready to
take your
business
to the
next
level?
At Habash Commercial
Realty LLC, we are in the
business of helping
property and business
owners grow and prosper.
Contact us today!
302.544.9144
Learn More
habashcommercial.com","(160, 600)",2,0.991424405,7.563197745,0,0,web_site
3360.00,image_3360,"Click Chemistry Tools
BROADPHARM","(300, 250)",47,0.195606291,3.429021536,11,2,cash_machine
3361.00,image_3361,"STAY AHEAD OF THE STORM
with the KSNT Storm Track Weather app
Download for FREE today!
KSNT
STORM
TRACK
8.4***
********
⠀⠀⠀⠀⠀⠀
KSNT
STORM
TRACK","(728, 90)",2,0.491268001,6.591228098,0,0,vending_machine
3362.00,image_3362,"ASHLEY
upgrade
your
new
space
shop now →
46","(160, 600)",14,0.645255497,9.304444209,5,2,quilt
3363.00,image_3363,"Make RV trip
planning easy.
RV LIFE
Trip Wizard","(300, 250)",15,0.77131867,4.69795974,2,1,book_jacket
3364.00,image_3364,"ENOCH FRATT free LIBRARY
SUMMER
BREAK
BALTIMORE
June 1 - August 31
All ages | Build your home library!
One FREE book per month | FREE t-shirt upon registration*
Register at any Pratt location or prattlibrary.org/summerbreak
""While supplies lost","(300, 250)",89,0.067075099,1.615623706,28,4,umbrella
3365.00,image_3365,"Start
1. Click on ""Start""
2. Activate your account
3. Access your content
Movies
Series
Sports Fitness
find it on alldigimedia.com","(970, 90)",45,0.871822817,0.341176974,16,3,screwdriver
3366.00,image_3366,"IT'S A PARTY
EVERY NIGHT!
Menopause
The Musical
Buy Tickets
Harrahs
LAS VEGAS","(300, 250)",55,0.054519405,2.213743204,15,2,comic_book
3367.00,image_3367,"WEEKDAYS 6AM
SPONSORED BY
HEALTHC
MINUTE Healthy Blue","(728, 90)",27,0.545141604,9.140470293,8,0,ballpoint
3368.00,image_3368,"Excellence in
Health Care for
You and Your
Family.
CHP
COMMUNITY HEALTH PROGRAMS
healthy people families. communities","(728, 90)",35,0.272742123,4.202288984,9,0,bow
3369.00,image_3369,I want one...,"(728, 90)",47,0.661196546,0.412209174,11,2,barn
3370.00,image_3370,"WE'RE GIVING YOU THE POWER
TO ENJOY NEWS AND
ENTERTAINMENT
Times
LIVE","(300, 250)",82,0.667646849,7.824931849,19,6,web_site
3371.00,image_3371,"906-487-9675
SHOPTADYCHS.COM
Tadych's
MarketPlace
f","(728, 90)",21,0.219223198,1.833056497,0,0,paintbrush
3372.00,image_3372,"Laird
CONNECTIVITY
Sub-GHZ
FlexPIFA
Antennas
Coverage
Performance Reliable
Laird
FlexPIFA
Cressa
AGEN
Digi-Key
ELECTRONICS
AUTHORIZED DISTRIBUTOR
Schedule Shipments
Learn More >>","(160, 600)",79,0.518498839,8.815788532,12,1,web_site
3373.00,image_3373,"BUILD REALTIME
FEATURES FOR
YOUR APP
without the complex
infrastructure
PUSHER
A MessageBird company
MM
Project notes
Shared with 5 others","(300, 250)",100,0.690808936,1.865272105,25,8,envelope
3374.00,image_3374,"Donate pet food
One of the many ways
you can be a helper in
your community.
learn more
PetsAndPeopleTogether.org ad
THE HUMANE SOCIETY
COUNCIL OF THE M","(300, 250)",92,0.122586433,9.00217611,29,14,web_site
3375.00,image_3375,"Capital One Shopping
The coupon-finding
I browser extension
GOT COUPONS?
Get free promo codes automatically applied at checkout
GET CODES","(728, 90)",80,0.718002948,2.126562436,20,4,slide_rule
3376.00,image_3376,"RRUBENSTEIN LAW
Your Florida Law Firm™
INJURED?
1-800-FL-LEGAL","(728, 90)",75,0.78117444,2.540926416,22,4,bannister
3377.00,image_3377,"Practice French
Practice German
Practice Italian
Practice Spanish
Practice Portuguese
+Babbel","(300, 600)",37,0.736251483,0.153880449,7,0,web_site
3378.00,image_3378,"MENARDS
GIFT CARD
MENARDS
GIFT CARDS
MEWARDS
GIFT CARD
MENARDS
ONE GIFT
ENDLESS POSSIBILITIES
CLICK HERE TO ORDER ONLINE!","(300, 250)",48,0.946247973,2.434537003,8,1,web_site
3379.00,image_3379,"MOOCOME
TO Fabulous
LAS VEGAS
NEVADA
$99 for
4 Days,
3 Nights
+ $100
SLOT PLAY!
DAR","(300, 600)",38,0.435027047,1.457467733,5,3,menu
3380.00,image_3380,"FREE COUPON
SEE CODES
Capital One Shopping
The Coupon-Finding","(970, 250)",42,0.493746436,5.207428512,15,4,web_site
3381.00,image_3381,"NEW!
Oracare+
THE SECRET
YOUR SMILE.
12H
DENTAL
PROTECTION
mam
wracare
Oracare+ TOTAL
AGSPIRA
T","(160, 600)",30,0.26147397,4.721608318,7,2,web_site
3382.00,image_3382,"fixmytoys
POLARIS
PARTS GEAR ACCESSORIES
M","(300, 250)",70,0.670105594,6.159178207,25,3,jeep
3383.00,image_3383,"5
SAMPO
1-800-SWIVELS Sampo Swivels.com SWIVELS
Put a new SPIN on it.
Made SA","(728, 90)",10,0.607144844,4.514470919,2,0,paintbrush
3384.00,image_3384,"Ready to
get back to
your crew
safely?
LO
Get up. Get out. Get vaccinated.
Find a vaccination site near you Click Here","(300, 250)",16,0.63869115,6.870573992,3,1,web_site
3385.00,image_3385,"RECHARGE YOURSELF:
Advice to help
you sleep well
c|net
WWW
Z
N
Z","(300, 250)",35,0.940742487,8.493828398,7,3,parachute
3386.00,image_3386,"СВРА
BOND PRICING AGENCY MALAYSIA
The market reference point for
Malaysian Bond and Sukuk data
since 2005","(300, 250)",56,0.11663865,0.811843112,12,1,web_site
3387.00,image_3387,"If you are a commercial or institutional
purchaser of a TURKEY PRODUCT,
TAIL
BACK
HOTHL
ALUMETTE
WING
FETER
BREAST","(728, 90)",15,0.921002665,3.219891434,3,1,barn
3388.00,image_3388,"Capital Shopping
COUPON CODES
AVAILABLE
GET CODES
The Coupon-Finding
Browser Extension
I
I
I
I
I","(300, 250)",17,0.777691058,4.355180813,5,0,web_site
3389.00,image_3389,"CARMPIONS
BOXING
IBO
UNDISPUTED AND IBO WORLD
HEAVYWEIGHT CHAMPION
OLEKSANDR USYK","(728, 90)",35,0.545617608,0.180955985,11,2,bow
3390.00,image_3390,"G
Get Grammarly
It's Free
Want complements on your
writing?
compliments","(300, 250)",59,0.196791831,4.617343601,18,5,web_site
3391.00,image_3391,"Medical Cannabis
is Legal in Texas
Start Finding Relief Today
Texas Original™
GET A PRESCRIPTION
Texas CUP License No. 0005","(300, 250)",18,0.061367084,8.41041326,4,2,web_site
3392.00,image_3392,"♥CVS
Health.
Join the
heart of
health care
as a Pharmacist at CVS Health.
Sign-on bonus available
in select markets.
Apply now >","(300, 250)",9,0.963439028,3.501323947,2,1,web_site
3393.00,image_3393,"FREE COUPON
SEE CODES
Capital One Shopping
The Coupon-Finding
Rouser Extension","(300, 600)",5,0.093350256,5.583552946,1,0,web_site
3394.00,image_3394,"KALTIR
TA
JOIN THE CFL'S LOUDEST FANS ATIG FIELD
W
BUY TICKETS TODAY >>","(970, 250)",59,0.588911974,2.243122691,14,0,barbershop
3395.00,image_3395,"Mis
Extra
Lan
Watch on
TUKO Extral","(320, 50)",13,0.376724671,0.837695323,4,1,wall_clock
3396.00,image_3396,"FLYING
BAF
FLIGHT
SCHOOL
Guide
EVERYTHING you need to
decide where to get your
AVIATION EDUCATION.","(300, 600)",3,0.884584377,4.737068627,0,0,wing
3397.00,image_3397,"FREE NEWSLETTERS
CATHOLIC REPORTER
SIGN
UP","(728, 90)",31,0.328261254,9.613689327,4,2,pole
3398.00,image_3398,"Making Ahwatukee
home dreams come true
since 1986.
WEST
USA
WestUSA
REALTY","(728, 90)",16,0.006495486,8.895284627,5,2,chime
3399.00,image_3399,"PROMO CODES AVAILABLE
I
SEE CODES
Capital Shopping
The Coupon-Finding
Browser Extension","(728, 90)",8,0.830310182,0.966392059,1,0,rule
3400.00,image_3400,"2023 SILVERADO
EVERY TRUCK TELLS A STORY.
MAKE YOURS A STRONG ONE.
HEART OF ALABAMA CHEVY DEALERS
CHEVROLET
Learn More","(300, 250)",40,0.61746132,0.396805584,10,0,tow_truck
3401.00,image_3401,"SONY
A new generation
of 4K 3D/2D displays
for Neurology","(300, 250)",44,0.430760651,0.623763469,11,3,oxygen_mask
3402.00,image_3402,"ZincFive
Powerful Nickel-Zinc Batteries
Smallest Battery Cabinet
Footprint
PRODUCT VIDEO","(300, 250)",11,0.972621463,5.20711305,4,1,gas_pump
3403.00,image_3403,"Boofy's
Best for Pets
WHEN ONLY THE BEST WILL DO!
B
BOOGIE DOWN
TO BOOFY'S
FOR SOME
GROOVY
DEALS!
PASEO
&
GOLF COURSE
CUTLER @ 1-40
&
SAN MATEO
CLICK FOR INFO","(160, 600)",4,0.237425743,4.46187989,0,0,slot
3404.00,image_3404,"CHAD
HOLLISTER
QUINTE
ACOUSTIC
Tripy Family Loder
CONCERT MERDOW
JUNE 25, 2023
SHOWSPM
GATES OPEN 43","(300, 250)",92,0.368949376,0.150687631,19,7,comic_book
3405.00,image_3405,"2021 Promo
Codes Available
See Codes
Capital Shopping","(728, 90)",48,0.074208549,8.091182295,9,2,web_site
3406.00,image_3406,"NORTH COUNTRY
SEPTIC
DISPOSAL
TRANSFER STATION
NORTH
COUNTRY
DISPOSAL
Solid waste collection,
recycling and septic waste
disposal services
LOCALLY OWNED
CALL US
TODAY","(728, 90)",11,0.67288085,3.054522715,2,0,barn
3407.00,image_3407,"testim
Testim
SOURCEFORGE
Customers
Love Us
Modernize test
automation with Al to
release mobile apps
faster
Deliver quality software
at DevOps speed
Learn More","(300, 600)",3,0.385124586,0.405562743,1,0,web_site
3408.00,image_3408,"NHS
Test and Trace
Protect your loved ones.
Get the app.
NHS COVID-19 APP
DOWNLOAD NOW
App Store
GET FON
Google Play","(300, 250)",35,0.21787411,5.527086045,9,3,web_site
3409.00,image_3409,"CANADA
ACTION
PLAN
TO IMPROVE CANADA'S GAME
READ NOW ►","(300, 250)",95,0.311075355,9.078448475,25,4,web_site
3410.00,image_3410,"Stellar
Community
Fund
Kickstart Your
Blockchain Project
And Connect To The Thriving
Stellar Community
Apply Now","(300, 250)",43,0.047666121,4.144605119,11,2,web_site
3411.00,image_3411,"ORDER YOUR DREAM VEHICLE TODAY WITH
LAMB CHEVROLET'S PRE-ORDER PROGRAM!
✓ VISIT LAMB CHEVROLET
SPEC OUT YOUR IDEAL VEHICLE
WE'LL ORDER IT FOR YOU!
...IT'S THAT EASY!
""MOST VEHICLES REQUIRE A DEPOSIT AS LOW AS $1,000 TO RESERVE ORDER. SEE DEALER FOR DETAILS.
LAMB
CHEVROLET
SHOP NOW","(300, 250)",47,0.878077213,9.680872531,15,3,web_site
3412.00,image_3412,"Enjoy all
the best from
Cooking Light with
CookingLight
All Access
Start Today
Coolinglights
5-ingredient
15-minute 95
E
C
THURSDAY
Cookinglig","(300, 600)",95,0.330401584,3.352565851,19,6,menu
3413.00,image_3413,"CbM REFERENCE DESIGN
Data Acquisition
platform analyzes
vibration events
synchronously
CN0582
ANALOG
DEVICES
BUY NOW","(300, 600)",43,0.465554865,0.792036863,9,0,web_site
3414.00,image_3414,"STATE
YOUR
LOUISIANA
in
TREASURER
MONEY
CLAIM
JOHN
17
SCHRODER
LOUISIANA
NEWSPAPERS
CONNECTING YOU
TO YOUR MONEY!
SEARCH YOUR NAME
LOUISIANA UNCLAIMED PROPERTY","(300, 250)",36,0.792713559,2.107643286,9,1,web_site
3415.00,image_3415,"STOP THE
TALL
BOOT FLOP
ADD BOOT STUFFERS
www.shoptheposhpony.com","(300, 250)",15,0.273877626,1.44846214,4,0,shower_curtain
3416.00,image_3416,"REEL talk
WITH STEPHEN FARBER
*See New Films!
*Q&A's with filmmakers
and stars in person!
laemmle.com/reeltalk","(300, 250)",17,0.102078733,1.504316291,3,1,comic_book
3417.00,image_3417,"Go further,
FASTER.
Take the world's
premier English-
proficiency test in
less than 2 hours!
Register Now
ETS TOEFL iBT.","(300, 250)",23,0.590759562,3.776201863,9,0,cash_machine
3418.00,image_3418,"AGONTHOME
LUXURY GUIDE | READ NOW","(300, 250)",8,0.978156783,7.53479948,2,2,web_site
3419.00,image_3419,"Expedia
Made to Travel
Book now →
2022. Expedia, Inc. All rights reserved.","(728, 90)",38,0.176598345,4.444542443,6,3,chime
3420.00,image_3420,"GO HIKING
LULE
Waymaker
RAGHT IN THE DARKNESS
ISSN
Rodeo
LILICL TH","(160, 600)",21,0.811838674,5.436528451,8,2,web_site
3421.00,image_3421,"THANK YOU
FOR VOTING US
▪ Best Hospital
▪ Best Urgent Care
• Best Family Medical Provider -
Kate Smith, CRNP,
Meritus Primary Care
Menitus
Medical Center","(300, 250)",83,0.217256579,4.607230988,21,4,flagpole
3422.00,image_3422,"VA
OVHcloud
Deals
Save $50 on our most popular
storage server
Includes Unlimited Traffic Limited Time Offer
Choose Yours Now","(728, 90)",2,0.361480517,4.259193209,1,0,screen
3423.00,image_3423,"FORTNITE
Ⓒ2023 Epic Games Inc
WILDS
©2023 Par. Pics TM Hasbro","(300, 250)",12,0.777334696,1.106082119,1,1,banjo
3424.00,image_3424,"One Platform
LISTRAK
Get Started","(728, 90)",16,0.016315742,9.327306284,2,0,jersey
3425.00,image_3425,"MA
wusf's
longest
table
28
Member Presale
Going On Now
WUSF's Longest Table 2023","(300, 250)",43,0.154036854,3.979841864,7,0,web_site
3426.00,image_3426,"HAWALILI
UP TO 50% OFF
SHOP NOW","(160, 600)",16,0.451894633,9.624424122,4,0,menu
3427.00,image_3427,"The Marke
The State of Yachting 2023
Download now","(728, 90)",75,0.30627291,0.560033242,20,6,picket_fence
3428.00,image_3428,"Old
CRUSADER
FLY MASK
FLY.
BYE
LEARN MORE
Cashel","(300, 250)",35,0.228946439,0.394423158,13,0,web_site
3429.00,image_3429,"Scribble Hub
Read thousands of novels for free!
A","(728, 90)",36,0.424117804,7.30024455,13,3,bow
3430.00,image_3430,"Mitralo
SUPERMARKET BAHAN BARBURAN
PERLENGKAPAN RUMAH
Periode: 1 MARET-2 APRIL 2023
2
ANNIVERSARY
th
DISKON TAMBAHAN
MULAI
DISKON
26*
%2,6
JUTA
HADIAH
LANGSUNG
LOGAM MULIA
HEATSAFE
Water Heater
RUA-HS 201 250Watt
Harga Mulai
Rp 2jt-an","(300, 250)",7,0.897616089,4.009688046,2,0,web_site
3431.00,image_3431,"OPEN
OPEN TRAIL
ATV & UTV ACCESSORIES
LEARN MORE
OE & HD AXLES
opentrailusa.com
OPEN TRAIL AXLE
OPENTRAL AXLE","(300, 250)",14,0.765953355,6.360366454,3,0,tractor
3432.00,image_3432,"Epic Journeys
Travel Show
Johnstown and
Altoona
You are cordially invited.....
Epic
Journeys
amazing memories
Free Admission
Learn More","(300, 250)",12,0.820765229,8.610588452,4,1,web_site
3433.00,image_3433,"ī
I
I
PROMO CODES
AVAILABLE
SEE CODES
Capital One Shopping
The Coupon-Finding
Browser Extension
I
I
I
I
I
I
I
I
I","(970, 250)",46,0.711535574,9.358220068,13,1,web_site
3434.00,image_3434,"joyology
Lake Orion - Now Open
Save on your first visit Shop Now","(320, 50)",80,0.303705447,1.846316734,17,3,organ
3435.00,image_3435,"ASHLEY
TEMPUR-PEDIC
shop now","(160, 600)",29,0.930198756,6.757796423,6,0,web_site
3436.00,image_3436,"From Hello
to Help,
211 is Here
2.1.1
Get Connected. Get Help.""
PE
ANNE","(300, 250)",24,0.72280375,2.036045318,6,3,web_site
3437.00,image_3437,"START
Online Activation
Two simple steps
• Click 'Start'
Verify your account
Premium content on all of your devices.
Find it all and more at onlineactivation.com","(970, 250)",28,0.75465107,6.589197727,5,1,web_site
3438.00,image_3438,"TIME FOR A DUNKIN' RUN
Great deals on food with the purchase
of a medium or larger coffee
ORDER NOW
DU
$1
$3
Offer valid on sausage, egg and cheese sandwich
only. Excludes Specialty Donuts and Foncies. Price and
participation may vary. Limited time offer. Exclusions and terms apply.
$2","(728, 90)",50,0.002624052,6.95590406,13,4,paintbrush
3439.00,image_3439,"WILDGALAPAGOS
AMAZING WILDLIFE & LANDSCAPE
PHOTOGRAPHY WITH THE BEST...
WILDSIDENATURE TOURS","(300, 250)",84,0.727920041,8.048751587,22,3,European_gallinule
3440.00,image_3440,"mt manchester
medical center
URGENT MEDICAL
CARE WHEN YOU
NEED IT THE MOST
Your Health is Our Priority!
MORE","(300, 250)",73,0.143393692,5.810089057,17,2,web_site
3441.00,image_3441,"THE CENTER
TRISTARS
A HUB FOR ART, EDUCATION, &
CREATIVITY IN JACKSON HOLE.
LEARN MORE ABOUT THE
ORGANIZATIONS THAT CALL THE
CENTER HOME.","(300, 600)",9,0.352531813,1.988885487,0,0,web_site
3442.00,image_3442,"Unlock the built-in business
capabilities of Chrome OS.
chrome OS
Contact sales","(728, 90)",47,0.807348186,9.999603803,13,5,paintbrush
3443.00,image_3443,"ROAD
Visita roadlab.tech
PARTE ROAD:
L'INNOVAZIONE
SI FA STRADA
DALLA
CAPITALE.
Powered by
eni","(300, 250)",52,0.817353604,3.719919635,10,3,envelope
3444.00,image_3444,"GYMNASTICS
KAPLA
PAC-12 WOMEN'S GYMNASTICS CHAMPIONSHIPS
MARCH 18, 2023  MAVERICK CENTER
PAC-12.COM/TICKETS","(728, 90)",26,0.102902891,1.903616963,9,3,pole
3445.00,image_3445,"SPEEDING CATCHES
UP WITH YOU
Sve
LEARN MORE
NHTSA","(728, 90)",31,0.834129436,2.582035716,12,1,barn
3446.00,image_3446,"SPONSORED BY:
Steve's American Lifetime
Muffler, INC.
Your Interest is The Heart Of Our Business
Your Under Car Specialists
THE DAILY
PLEDGE
Click to Watch","(728, 90)",45,0.537754138,0.266783858,17,3,binder
3447.00,image_3447,"DOES ANYONE
ACTUALLY
REMEMBER
FARKMAN
?
check it out, it's from like 2002.","(300, 250)",49,0.406575633,8.673806458,15,4,web_site
3448.00,image_3448,"Remove Malware
Hiding on Your
Computer
Most Chrome users
don't know this one
security tip. Run a
Free Scan (Do it Now)
Learn more
Guardio","(300, 250)",8,0.129300264,0.663980165,1,0,web_site
3449.00,image_3449,"TODAY'S
REFINANCE RATE
15-Year Fixed Term
30-Year Fixed Term
2.01% 2.42%
No SSN Required
Calculate Payment
NO SSN REQUIRED MORTGAGE.NET Ⓒ
*Terms & conditions apply. NMLS #1912050 (nmisconsumeraccess.org)","(300, 250)",19,0.31673736,8.608106857,4,2,web_site
3450.00,image_3450,"MARVEL
CHAMPIONS
Ⓒ2021 MARVEL THE CARD GAME
BE A CHAMPION!
ORDER NOW","(970, 90)",62,0.984042904,5.966013093,16,4,wardrobe
3451.00,image_3451,"GOOD
MORNING
AUGUSTA
the CSRA's
favorite way Channel 6000
News
abc
to wake up!
WJBF-TV","(728, 90)",18,0.238732933,3.347628734,4,0,carpenter's_kit
3452.00,image_3452,"WELCOME,
1,2 OR 3
MONTHS
Summer NO
SUMMER MEMBERSHIPS AVAILABLE! ENROLLMENT
FEES
ST. LOUIS JEWISH COMMUNITY CENTER
CREVE COEUR I CHESTERFIELD
314.442.3124
JOIN NOW
OR get a 6-month
standard membership
with no commitment and
no enrollment fees!","(300, 250)",62,0.546477948,3.582519879,14,2,web_site
3453.00,image_3453,"X
TURN OFF ALL ADS
TOTAL Adblock
OFF","(320, 50)",26,0.734427505,8.766313297,9,3,web_site
3454.00,image_3454,"envato elements
Unlimited Stock Video Footage
People
Food
Nature
Lifestyle
Start now
Business
And More","(336, 280)",45,0.796534919,8.569153333,11,2,web_site
3455.00,image_3455,"Bowser
Speakers
HO Locomotives
HO Trolley Cars
Cal Scal
HO Detail
Parts
HO Freight Cars
N Scale Freight Cars","(300, 250)",59,0.051803864,6.515267377,14,3,web_site
3456.00,image_3456,"CONTINUE >
1. Click Continue
2. Latest News
3. Check Breaking News
hcatoday.co","(728, 90)",34,0.639248224,1.593513437,3,0,envelope
3457.00,image_3457,"VISIT
ACHERT
MANIN ALCUNT
FIT FOR LIFE
Health & Wellness
EXPO
JUNE 3RD
6
KTAL
ENTER FOR A CHANCE TO WIN A
VIAGGIO DEL MAR 20C
PONTOON BOAT
PROVIDED Quality
BY
OUTDOOR
SUPERSTORS
RAPORT MANA","(300, 250)",85,0.919785584,9.863578274,17,2,comic_book
3458.00,image_3458,"celona
The Adoption of Private Wireless
for Enterprise Digitalization
Access Free Report >","(728, 90)",33,0.862173308,2.442862971,12,1,coffee_mug
3459.00,image_3459,"COUPON CODES
AVAILABLE
GET CODES
Capital One Shopping
The Coupon-Finding
Browser Extension","(728, 90)",41,0.26230485,1.613944713,10,4,web_site
3460.00,image_3460,"axiom
Spiking legal needs?
Easily access our network of highly
credentialed lawyers.
SEARCH OUR NETWORK →→","(300, 250)",82,0.311003991,9.537016934,27,1,web_site
3461.00,image_3461,"Helping your business grow.
How can we help you?
EXCHANGEBANK.COM >
Member
FDIC
NMLS ID 643948
Exchange
Bank","(970, 90)",6,0.925914579,0.455185753,1,0,sliding_door
3462.00,image_3462,"Destination Retirement on the
Canterbury Chesapeake Bay beaches.
Westminster,
ON CHESAPEAKE BAY
Schedule
a Tour","(728, 90)",27,0.940637443,6.723769573,5,0,paintbrush
3463.00,image_3463,"We aspire to lower our carbon emissions to net zero by 2045
and help others do the same.
See how
PUGET
PSE SOUND
ENERGY","(970, 90)",9,0.769144968,2.693219093,3,0,street_sign
3464.00,image_3464,"ASHLEY TEMPUR-PEDIC
shop now","(970, 250)",17,0.126594867,0.463041917,6,1,bath_towel
3465.00,image_3465,"sciMeetings
A SERVICE FROM THE
American Chemical Society
EARN A CITABLE DOI
AND AN OPEN ACCESS LICENSE","(728, 90)",10,0.74158118,4.570404631,3,0,perfume
3466.00,image_3466,"Change the world. Be a catalyst for change
Start today.
with a master's degree
in Conflict Analysis and
Resolution.
Jimmy and Rosalynn
GET
Ma
CARTER SCHOOL STARTED
for Peace and Conflict Resolution
GEORGE MASON UNIVERSITY","(728, 90)",29,0.408985223,9.659323879,8,3,paintbrush
3467.00,image_3467,"all33
SAVE A TOTAL OF $500
PROMO CODE: ""MOVE100""","(728, 90)",28,0.215085505,3.152291337,12,3,bow
3468.00,image_3468,"2023 CNO
NAVAL HISTORY
ESSAY CONTEST
Sponsored by General Dynamics
571
DEADLINE: 31 MAY 2023
MORE DETAILS HERE
OTO
CARDY
00:0","(300, 250)",38,0.862178418,3.290830107,12,1,submarine
3469.00,image_3469,"Become a
wusf
Corporate Sponsor
Contact us today
wusf","(300, 250)",37,0.758245746,8.822019688,9,2,comic_book
3470.00,image_3470,"GAME WITHOUT LAG
7 DAY FREE TRIAL
REDUCE PING UP TO 30%
12 ms
ELITE
GAMER","(728, 90)",37,0.298371743,9.95198523,10,2,organ
3471.00,image_3471,"Stay ahead of the curve
Better decisions for tomorrow start with
better data today. Find essential intelligence >
S&P Global
Market Intelligence","(300, 250)",96,0.563112575,4.736789635,19,2,bannister
3472.00,image_3472,"FORMICA
Living Impressions™
Collection
ORDER A
FREE SAMPLE","(970, 250)",89,0.200133418,1.733886754,18,5,groenendael
3473.00,image_3473,"COMPLEX CARE
POWERED BY
ACADEMIC MEDICINE
Tampa
TGH General
Hospital.
USF Health
Morsani College of Medicine","(300, 250)",62,0.06735196,3.306218336,12,4,scoreboard
3474.00,image_3474,"EVIDENT
OLYMPUS
DSX1000
Digital Microscope
Guaranteed* Accuracy and Precision","(300, 250)",6,0.675856628,7.573899797,2,1,web_site
3475.00,image_3475,"Your Omron OMRON.
products ship
the same day
Digi-Key
ELECTRONICS
LEARN MORE","(300, 250)",58,0.365407492,4.229545199,15,2,cassette
3476.00,image_3476,"BARAK MX
Setting the Air Defense
Standard in Every Arena
D
Meet us at
MADEX 2023
ⓇIAI
150km
70km
35km
15km
Discover More >","(300, 250)",17,0.112622697,8.365955588,3,2,scoreboard
3477.00,image_3477,"mindbodygreen
""I noticed a difference the
very first night.""*
- Suzanne K., verified customer
Pe
biglycina
mindbodygreen
sleep
support+
shop sleep support+","(728, 90)",17,0.039032105,1.924101759,2,1,bow
3478.00,image_3478,"Barks
City
WHERE YOU & YOUR DOG PAWTY!
INFO AND TICKETS-BARKSINTHECITY.COM
Barks
City","(320, 50)",40,0.370241841,2.531452343,12,0,chime
3479.00,image_3479,"celero
Powerful payment
solutions that drive
loan, deposit, and
fee income growth
for your institution.
Learn More
w","(300, 250)",8,0.86368677,5.195285289,2,0,menu
3480.00,image_3480,"Hefty
STAY
ONE STEP
AHEAD OF
STINKY
Hefty","(336, 280)",39,0.33220676,3.323570222,9,3,corn
3481.00,image_3481,"WATCH THE LATEST TRAILERS
SHOWTIMES","(728, 90)",37,0.364710943,5.405453539,10,0,bow
